review,translated_review,clean_text,sentiment
"tempatnyaa super nyaman, cozy dan enjoy banget buat kita santai ngopi ataupun untuk wfc :)). makanan dan minumannya worth it untuk semua kalangan, pelayanannya pun baik dan ramah, terlebih sambutan hangatnya dari kak Ibrahim sebagai waiters/service. good coffe shop!","tempatnyaa super nyaman, cosy dan enjoy banget buat kita santai ngopi ataupun untuk wfc :)). makanan dan minumannya worth it untuk semua kalangan, pelayanannya pun baik dan ramah, terlebih Berbagai hangatnya dari kak Ibrahim sebagai pelayan/pelayanan. kedai kopi yang bagus!",tempatnyaa super nyaman cosy enjoy banget santai ngopi wfc makan minum worth kalang layan ramah hangat kak ibrahim layan layan kedai kopi bagus,Positive
"Baru pertama kali kesinii, tempatnya nyaman bgttt,bersihh, karyawannya jugaa ramah bgt, aku dilayanin sama karyawan namnya ka luthfi baikkk bgt ramah bgtt, dann makanannya juga enakk bangettt, next time kesini lagi🥰🙏🏻","Baru pertama kali kesinii, tempatnya nyaman bgttt,bersihh, karyawannya jugaa ramah bgt, aku dilayanin sama karyawan namnya ka luthfi baikkk bgt ramah bgtt, dann makanannya juga enak bangettt, next time kesini lagi🥰🙏🏻",kali kesini tempat nyaman banget bersihh karyawannya ramah banget dilayanin karyawan nama kak luthfi baikkk banget ramah banget dann makan enak banget next time kesini,Positive
"dari makanannya enakkkk banget tempatnya chill abis, kopinya jos gandoss best deh🤩🤩🤩🤩 terutama servicenya dipastiin udah lengkap👍👍 apalagi sama pelayanan mas akeww baik bgt!!!!!","dari makanannya enakkkk banget tempatnya chill abis, kopinya jos gandoss best deh🤩🤩🤩🤩 terutama servicenya dipastiin udah lengkap👍👍 apalagi sama pelayanan mas akeww baik bgt!!!!!",makan enakkkk banget tempat chill habis kopi jos gandoss best deh servicenya dipastiin lengkap layan mas akeww banget,Positive
"Tempatnya homy, dan yg paling oke, aku bs bawa anabul akuh. Mkasih De.U","Tempatnya homy, dan yang paling oke, aku bs bawa anabul akuh. Mkasih De.U",tempat homy oke bawa anabul mkasih deh lu,Positive
Very Good,Sangat bagus,bagus,Positive
"Tempatnya bagus banget, keren dan cozy","Tempatnya bagus banget, keren dan nyaman",tempat bagus banget keren nyaman,Positive
Tempatnya asik banget bangetttttt apalagi tahu cabai garamnya lumayan recomended banget dan pelayanan plus atitude dari satff kak hadiiii terbaik dehhh xixixi,Tempatnya asik bangetttttt apalagi tahu cabai garamnya lumayan recomended banget dan pelayanan plus atitude dari satff kak hadiiii terbaik dehhh xixixi,tempat asik banget cabai garam lumayan recomended banget layan plus atitude satff kak hadiiii baik deh xixixi,Positive
"pelayanan nya sangat baik dan ramah, untuk pesanan juga tidak perlu menunggu lama karena sangat cepat dan rasa makanan juga minuman enak enak","pelayanannya sangat baik dan ramah, untuk pesanan juga tidak perlu menunggu lama karena sangat cepat dan rasa makanan juga minuman enak enak",layan ramah pesan tunggu cepat makan minum enak enak,Positive
"Temaptnyaa enak, cuman agak banyak nyamuk haha","Temaptnyaa enak, cuman agak banyak nyamuk haha",temaptnyaa enak cuman nyamuk haha,Negative
"Ambience-nya bagus dan nyaman, seatingnya oke semua. menu yg saya pesan enak dan ga ada yg gagal. pelayanan bagus dan ramah. sangat recommended✨","Ambience-nya bagus dan nyaman, tempat duduknya oke semua. menu yg saya pesan enak dan ga ada yg gagal. pelayanan bagus dan ramah. sangat direkomendasikan✨",ambience nya bagus nyaman duduk oke menu pesan enak gagal layan bagus ramah rekomendasi,Positive
"pelayananya baik, cofe nya enak","pelayananya baik, cofe nya enak",pelayananya cofe nya enak,Positive
pelayanan nya baik terutama ibrahim,pelayanannya baik terutama ibrahim,layan ibrahim,Positive
"Salah satu coffee shop paling worth it di bandung, suasana tenang jauh dari keramaian, pilihan menu beragam dan yang penting kids friendly ada tempat mainan anak, jadi para orang tua bisa ngopi dengan nyaman","Salah satu coffee shop paling worth it di bandung, suasana tenang jauh dari keramaian, pilihan menu beragam dan yang penting kids friendly ada tempat mainan anak, jadi para orang tua bisa ngopi dengan nyaman",salah coffee shop worth bandung suasana tenang ramai pilih menu agam kids friendly main anak orang tua ngopi nyaman,Positive
Pelayanan ozan sangat baikk,Pelayanannya sangat baik,layan,Positive
"Very nice place and cozy place, good service thank you","Tempat sangat bagus dan nyaman, pelayanan baik terima kasih",bagus nyaman layan terima kasih,Positive
enak ges,enak banget,enak banget,Positive
Enak enak gais makanan nya tempat nya pw pemandangan nya indah 🥰,Enak enak gais makanannya tempatnya pw pemandangannya indah 🥰,enak enak gais makan tempat pw pandang indah,Positive
"good place , ambience , coffee,dessert Very recommended coffee shop in btown! Service nya juga ok📍💖☕️","Tempatnya bagus, suasananya, kopinya, makanan penutupnya. Kedai kopi yang sangat direkomendasikan di btown! Pelayanannya juga oke📍💖☕️",tempat bagus suasana kopi makan tutup kedai kopi rekomendasi btown layan oke,Positive
Tempat kopi terbaik di bandung vibes nya toppp,Tempat kopi terbaik di bandung getaran nya toppp,kopi baik bandung getar nya toppp,Positive
Tempatnya bagus...makanannya enak...nice place....,Tempatnya bagus...makannya enak...tempatnya bagus....,tempat bagus makan enak tempat bagus,Positive
"tempatnya nyaman, untuk makanan enak enak pokonya bestttt🫶🏻🫶🏻","tempatnya nyaman, untuk makanan enak enak pokonya bestttt🫶🏻🫶🏻",tempat nyaman makan enak enak pokok bestttt,Positive
Pelayanan nya nyaman tempatnya enak pelayan terbaik ojan,Pelayanannya nyaman tempatnya enak pelayan terbaik ojan,layan nyaman tempat enak layan baik ojan,Positive
Tempat yang menarik,Tempat yang menarik,tarik,Negative
penempatan pintu masuk nya terlalu terpencil jadi buat orang masuknya lewat pintu keluar. kalo untuk coffe enak gaada kekurangan.,penempatan pintu masuknya terlalu terpencil jadi membuat orang masuknya lewat pintu keluar. kalo untuk kopi enak gaada kekurangannya.,tempat pintu masuk pencil orang masuk pintu kalo kopi enak kurang,Neutral
Enak creamy.,Enak creamy.,enak creamy,Positive
Suasana santai sambil nongkrong minum coffee di iringi live music,Suasana santai sambil nongkrong minum kopi di iringi live music,suasana santai nongkrong minum kopi iring live music,Positive
5 stars for this place,5 bintang untuk tempat ini,bintang,Positive
mamnyaaa enakkk-enakkk terussss suasananya juga pw bgttt cocok buat nugas. terus greeternya yg namanya vioooo ramah bgttt sukakkk!💜💜💜,mamnyaaa enakkk-enakkk terussss suasananya juga pw bgttt cocok buat nugas. terus penyapanya yg namanya vioooo ramah bgttt sukakkk!💜💜💜,mamnyaaa enakkk enakkk terussss suasana pw banget cocok nugas sapa nama vioooo ramah banget suka,Positive
"Tempat Bagus, Makanan & Minumnya Good Level 👍👍 Best reserve buat Ka Adi","Tempat Bagus, Makanan & Minumannya Tingkat Bagus 👍👍 Cadangan terbaik buat Ka Adi",bagus makan minum tingkat bagus cadang baik kak adi,Positive
"Tempat nya bagusss, menarik, enak buat nongkrong. Pelayanan ramah dan sangat membantu. Suasananya nyaman. Makanannya dan minumannnyaaa enakkkk.","Tempatnya bagus, menarik, enak buat nongkrong. Pelayanan ramah dan sangat membantu. Suasananya nyaman. Makanannya dan minumannnyaaa enakkkk.",tempat bagus tarik enak nongkrong layan ramah bantu suasana nyaman makan minumannnyaaa enakkkk,Positive
cafenya cozy bangettt pelayanan kak ojan ramah bangett thankyou yaaa,cafenya nyaman bangettt pelayanan kak ojan ramah bangett terima kasih yaaa,cafenya nyaman banget layan kak ojan ramah banget terima kasih ya,Positive
Pelayanan nya bagus,Pelayanannya bagus,layan bagus,Positive
"Sering bgt ngopi disini, menu nya enak, vibes nya anak muda bgt sih. Solusi buat yg mau nongki sampe malem.","Sering bgt ngopi disini, menunya enak, getarnya anak muda bgt sih. Solusi buat yg mau nongki sampe malem.",banget ngopi menu enak getar anak muda banget sih solusi nongki malam,Positive
Tempatnya okeeee buat nongkrong,Tempatnya okeeee buat nongkrong,tempat okeeee nongkrong,Positive
"Moctail nya enak dan rasanya juga tidak pudar saat es mencair,pelayananya juga baik dengan ka ojan thks","Moctailnya enak dan rasanya juga tidak luntur saat es mencair,pelayananya juga baik dengan ka ojan thks",moctailnya enak luntur es cair pelayananya kak ojan thks,Positive
"eskosu nya enak juara lah plokonyamah, pelayanannya juga ramah terbaiks dari salah satu crew servicenya kak ojan the best","eskosu nya enak juara lah plokonyamah, pelayanannya juga ramah terbaik dari salah satu crew servicenya kak ojan the best",eskosu nya enak juara plokonyamah layan ramah baik salah crew servicenya kak ojan the best,Positive
"ka akew nya ramah, kopinya enak bisa tambah extra ice 🥰 pelayanan nya sangat baik banget, dicariin table sampe dapet. terimakasih yah 🫶🏻","ka akew nya ramah, kopinya enak bisa tambah extra ice 🥰 pelayanan nya sangat baik banget, dicariin meja sampe dapet. terima kasih yah 🫶🏻",kak akew nya ramah kopi enak extra ice layan nya banget dicariin meja terima kasih ya,Positive
pelayanan yang dilakukan kak akew sangat baik😍,pelayanan yang dilakukan kak akew sangat baik😍,layan kak akew,Positive
"Dari minuman biscoff nya enak bangett, apa lagii croissant pain au chocolate, renyah coklatnya juga ga bikin enek Dari pelayanan servic pada okeoke hamble bangett apa lagi yang namanya kak Angga","Dari minuman biscoff nya enak bangett, apa lagii croissant pain au chocolate, renyah coklatnya juga ga bikin enek Dari pelayanan servis pada okeoke hamble bangett apa lagi yang namanya kak Angga",minum biscoff nya enak banget croissant pain au chocolate renyah coklat bikin enek layan servis okeoke hamble banget nama kak angga,Positive
Kerennn. Tempat keren. Suasana enak Viewnya apalagi... mantap poll. Trussss makanan dan .minuman enak2.....,Kerennn. Tempat keren. Suasana enak Viewnya apalagi... mantap poll. Trussss makanan dan .minuman enak2.....,keren keren suasana enak viewnya mantap poll makan minum enak,Positive
makanan cukup enak dan view nya bagus,makanan cukup enak dan pemandangannya bagus,makan enak pandang bagus,Positive
yummy,enak,enak,Positive
"Ahoy mas bagus!! Sangat good nyaman, sangat arsitektural saya suka mantap2","Ahoy mas bagus!! Sangat bagus nyaman, sangat arsitektural saya suka mantap2",ahoy mas bagus bagus nyaman arsitektural suka mantap,Positive
"Baru coba mengunjungi de.ucoffee dan langsung suka. Tempatnya nyaman, banyak sekali tempat duduk karena cafenya cukup luas (bisa di bawah dan di atas). Di sini tersedia musholla, WC, dan stop kontak yang ada di setiap kursi. Selain itu untuk makanannya juga enak, kopinya pun aku suka, dan kita dapat es krim juga hihi. Untuk yang ngga terlalu suka kopi yang pait-pait bisa pesan kopi susu de.u atau kopi susu strawberry, menurut aku enakkk! Jadi, temen-temen gak perlu khawatir dan ragu untuk datang ke sini, karena selain tempat, fasilitas, maupun makanan dan minuman, kakak-kakanya pun baik-baik! Oh iya, kalau mau bawa hewan peliharaan bisa banget loh, karena de.ucoffee ini pet friendly dan di sini bisa photobox jugaa","Baru coba kunjungi de.ucoffee dan langsung suka. Tempatnya nyaman, banyak sekali tempat duduk karena kafenya cukup luas (bisa di bawah dan di atas). Di sini tersedia musholla, WC, dan stop kontak yang ada di setiap kursi. Selain itu untuk makanannya juga enak, kopinya pun aku suka, dan kita dapat es krim juga hihi. Untuk yang ngga terlalu suka kopi yang pait-pait bisa pesan kopi susu de.u atau kopi susu strawberry, menurut aku enakkk! Jadi, temen-temen gak perlu khawatir dan ragu untuk datang ke sini, karena selain tempat, fasilitas, maupun makanan dan minuman, kakak-kakanya pun baik-baik! Oh iya kalau mau bawa hewan peliharaan bisa banget loh, karena de.ucoffee ini pet Friendly dan di sini bisa photobox jugaa",coba kunjung deh ucoffee langsung suka tempat nyaman duduk kafe luas sedia musholla wc stop kontak kursi makan enak kopi suka es krim hihi suka kopi pahit pahit pesan kopi susu deh lu kopi susu strawberry enakkk teman teman khawatir ragu fasilitas makan minum kakak kakak oh iya bawa hewan pelihara banget loh deh ucoffee pet friendly photobox,Positive
"Ambience ok, price ok, tp Pesen kopi susu rasanya kaya susu kopi, dan putih bgt gaada rasa kopi”nya. Untungnya cwo gue pesen long black jadi minta dikit buat nambahin di minuman gue :)","Ambience ok, price ok, tp Pesen kopi susu rasanya kaya susu kopi, dan putih bgt gaada rasa kopi”nya. Untungnya cwo gue pesen long black jadi minta dikit buat nambahin di minuman gue :)",ambience ok price ok pesan kopi susu kayak susu kopi putih banget kopi nya untung cowok gue pesan long black dikit nambahin minum gue,Positive
makanannya oke minuman juga oke pelayan nya ramah ramah viewnya juga enakeun mantap pokonya bengkel tutup,makanannya oke minuman juga oke pelayannya ramah ramah viewnya juga enakeun mantap pokonya bengkel tutup,makan oke minum oke layan ramah ramah viewnya enakeun mantap pokok bengkel tutup,Positive
"untuk pelayananya bagus dan ramah, untuk makanan dan minuman oke","untuk pelayananya bagus dan ramah, untuk makanan dan minuman oke",pelayananya bagus ramah makan minum oke,Positive
"Makanannya enak, porsinya besar, tempatnya bagus","Makanannya enak, porsinya besar, tempatnya enak",makan enak porsi tempat enak,Positive
semua enak,semuanya enak,enak,Positive
"Minumannya enak✨️🌜Kalau makanannya kemarin sempet pesen bakmie tp keasinan, kayanya krn lagi overload pesenan. Tempatnya cocok bgt buat nongkrong, tapi lebih enak sore kemalem yaaa guys, krn kalau siang panas huhu. Next coba de.u yang di dago","Minumannya enak✨️🌜Kalau makanannya kemarin sempet pesen bakmie tp keasinan, kayanya krn lagi kelebihan pesenan. Tempatnya cocok bgt buat nongkrong, tapi lebih enak sakit kemalem yaaa guys, krn kalau siang panas huhu. Selanjutnya coba de.u yang di dago",minum enak makan kemarin pesan bakmie asin kaya lebih sen tempat cocok banget nongkrong enak sakit kemalem ya guys siang panas huhu coba deh lu dago,Positive
"dari segi tempat enak banget, apalagi diatas nya. minuman nya kemarin cuma pesen coffee latte aja sih, dari segi harga ya masih kehitung murah sama tempat yang enak kaya gini. mas mas waiters nya juga baik-baik.","dari segi tempat enak banget, apalagi diatas nya. minuman nya kemarin cuma pesen coffee latte aja sih, dari segi harga ya masih kehitung murah sama tempat yang enak kaya gini. mas mas pelayannya juga baik-baik.",segi enak banget atas nya minum nya kemarin pesan coffee latte sih segi harga ya hitung murah enak kayak mas mas layan,Positive
"Udah sering ke d.u coffe yang di du tempat nya oke banget buat nongkrong sama temen, makanan nya enak minuman nya juga enak enak. Untuk waiter ka akew juga ramah staff yang lain nya juga ramah ramah suka sukaaa","Udah sering ke d.u coffe yang di du tempatnya oke banget buat nongkrong sama temen, makanannya enak minumannya juga enak enak. Untuk pelayan ka akew juga ramah staf yang lain juga ramah ramah suka sukaaa",lu coffe du tempat oke banget nongkrong teman makan enak minum enak enak layan kak akew ramah staf ramah ramah suka suka,Positive
"untuk pelayanan nya bagus, staff nya ramah, pesanan cepat datangnya, suasana nya cocok buat nongkrong ada photobooth nya juga","untuk nya bagus, stafnya ramah, pesanan cepat datangnya, suasana nya cocok untuk nongkrong ada photobooth pelayanannya juga",nya bagus staf ramah pesan cepat datang suasana nya cocok nongkrong photobooth layan,Positive
